, 股票代號, 股票名稱, 發行股數, 收盤價, 市值(佰萬元),類型,yahooid
775,6573,虹揚-KYHY,8.0499345,15.1,12155.4011,tw,6573.tw
776,1805,寶徠建設KPT,8.02654,9.99,8018.51346,tw,1805.tw
777,3346,麗清Laster Tech,8.0160444,49.05,39318.69778,tw,3346.tw
778,3167,大量科技TA LIANG,8.0134116,46.5,37262.36394,tw,3167.tw
779,5546,永固-KYYGI,8.0025,78.4,62739.6,tw,5546.tw
780,6224,聚鼎科技PTTC.,8.0001838,95.5,76401.75529,tw,6224.tw
781,8072,陞泰科技AV TECH,8,29,23200,tw,8072.tw
782,2415,錩新Cx Tech,8,27.1,21680,tw,2415.tw
783,2488,漢平Hanpin,7.9999433,31.15,24919.82338,tw,2488.tw
784,2358,廷鑫TS,7.9616172,15.1,12022.04197,tw,2358.tw
785,4137,麗豐-KYCHLITINA,7.949235,198,157394.853,tw,4137.tw
786,4119,旭富SCI,7.948531,84,66767.6604,tw,4119.tw
787,3535,晶彩科Favite,7.9052356,20.1,15889.52356,tw,3535.tw
788,8103,瀚荃CviLux,7.8953413,36.3,28660.08892,tw,8103.tw
789,1541,錩泰Chang Type,7.88,53.3,42000.4,tw,1541.tw
790,3530,晶相光SOI,7.81059,121,94508.139,tw,3530.tw
791,1762,中化合成CCSB,7.756,61.5,47699.4,tw,1762.tw
792,2491,吉祥全Infodisc,7.7008,10,7700.8,tw,2491.tw
793,4545,銘鈺MAP,7.7,30.1,23177,tw,4545.tw
794,2727,王品WOWPRIME,7.6987883,127,97774.61141,tw,2727.tw
795,1760,寶齡富錦PBF,7.6739013,85.1,65304.90006,tw,1760.tw
796,2936,客思達-KYCOASTER,7.6555696,21.55,16497.75249,tw,2936.tw
797,1521,大億DAIOKU,7.623,56.4,42993.72,tw,1521.tw
798,2228,劍麟IRF,7.5780281,80.8,61230.46705,tw,2228.tw
799,6655,科定KD,7.56085,51,38560.335,tw,6655.tw
800,2748,雲品FDC,7.548255,41.85,31589.44718,tw,2748.tw
801,4764,雙鍵DBC,7.5420615,65.5,49400.50283,tw,4764.tw
802,1324,地球Globe,7.5121882,10.5,7887.79761,tw,1324.tw
803,1432,大魯閣TAROKO,7.5,14.25,10687.5,tw,1432.tw
804,6243,迅杰ENE,7.4976693,14,10496.73702,tw,6243.tw
805,8114,振樺電子POSIFLEX,7.4921772,79.7,59712.65228,tw,8114.tw
806,4999,鑫禾科技Sinher,7.44172,46.9,34901.6668,tw,4999.tw
807,1339,昭輝Y.C.C.,7.4138875,42.4,31434.883,tw,1339.tw
808,6531,愛普科技AP Memory,7.4129623,425.5,315421.5459,tw,6531.tw
809,8462,柏文Fitness Factory,7.3734268,158,116500.1434,tw,8462.tw
810,3018,同開TUNG KAI,7.3512132,18,13232.18376,tw,3018.tw
811,1525,江申KSC,7.3400135,68.2,50058.89207,tw,1525.tw
812,4967,十銓TEAM,7.3375432,50.4,36981.21773,tw,4967.tw
813,6416,瑞祺電通CASWELL,7.306779,121.5,88777.36485,tw,6416.tw
814,2901,欣欣大眾Shin Shin,7.3043283,24.7,18041.6909,tw,2901.tw
815,5283,禾聯碩Heran,7.3000425,122,89060.5185,tw,5283.tw
816,3257,虹冠電CMC,7.2738991,87.8,63864.8341,tw,3257.tw
817,6504,南六NAN LIU,7.26,186,135036,tw,6504.tw
818,1817,凱撒衛浴SANITAR,7.26,34.3,24901.8,tw,1817.tw
819,3557,嘉威JiaWei,7.2300415,102.5,74107.92538,tw,3557.tw
820,6205,詮欣COXOC,7.1839079,47.9,34410.91884,tw,6205.tw
821,6672,騰輝電子-KYVentec,7.1454345,68,48588.9546,tw,6672.tw
822,3025,星通Loop,7.092055,41.35,29325.64743,tw,3025.tw
823,2114,鑫永銓HYC,7.0901552,91.4,64804.01853,tw,2114.tw
824,1776,展宇科技Headway,7.0360099,16.6,11679.77643,tw,1776.tw
825,6491,晶碩PEGAVISION,7,283,198100,tw,6491.tw
826,2731,雄獅旅遊Liontravel,7,75,52500,tw,2731.tw
827,2468,華經FIS,6.9961249,13.8,9654.652362,tw,2468.tw
828,1783,和康生MBI,6.9465,22.9,15907.485,tw,1783.tw
829,6442,光紅建聖Ezconn,6.93,29.7,20582.1,tw,6442.tw
830,5269,祥碩科技Asmedia,6.9222861,1570,1086798.918,tw,5269.tw
831,2904,匯僑POC,6.9034432,26.75,18466.71056,tw,2904.tw
832,4977,眾達-KYPCL,6.8689841,114,78306.41874,tw,4977.tw
833,8222,寶一科技Aero Win,6.85735,13.45,9223.13575,tw,8222.tw
834,6668,中揚光Zhong Yang,6.8339928,55.4,37860.32011,tw,6668.tw
835,5484,慧友EverFocus,6.8115093,14.6,9944.803578,tw,5484.tw
836,4560,強信-KYSTRONG H,6.7941849,44.8,30437.94835,tw,4560.tw
837,1342,八貫CCI Yilan,6.7845363,60,40707.2178,tw,1342.tw
838,8104,錸寶科技RiTdisplay,6.763005,53.9,36452.59695,tw,8104.tw
839,4562,穎漢YHT,6.7546,18.1,12225.826,tw,4562.tw
840,6756,威鋒電子VLI,6.75,238,160650,tw,6756.tw
841,8488,吉源-KYJYPKG,6.75,16.4,11070,tw,8488.tw
842,8940,新天地New Palace,6.7491032,11.3,7626.486616,tw,8940.tw
843,4566,時碩工業GLOBAL TEK,6.7428,58,39108.24,tw,4566.tw
844,5706,鳳凰旅遊PHX TOUR,6.7117317,31.35,21041.27888,tw,5706.tw
845,6674,鋐寶科技CBN,6.6932391,32.1,21485.29751,tw,6674.tw
846,4555,台灣氣立CHELIC,6.688,50.8,33975.04,tw,4555.tw
847,8443,阿瘦ASO,6.68,12.05,8049.4,tw,8443.tw
848,6706,惠特FitTech,6.6744935,167,111464.0415,tw,6706.tw
849,8481,政伸Transart,6.6601866,71.4,47553.73232,tw,8481.tw
850,3432,台端TAI TWUN,6.6586,13.4,8922.524,tw,3432.tw
851,6698,旭暉應材FINEMAT,6.6389753,44.25,29377.4657,tw,6698.tw
852,8466,美(吉吉)-KYM.J.,6.6059,64.5,42608.055,tw,8466.tw
853,6754,匯僑設計Rich Hono,6.6,41.25,27225,tw,6754.tw
854,5288,豐祥-KYEurocharm,6.5826153,107.5,70763.11448,tw,5288.tw
855,6405,悅城ONANO,6.58,21.45,14114.1,tw,6405.tw
856,3528,安馳科技ANSTEK,6.5615966,43.05,28247.67336,tw,3528.tw
857,1539,巨庭機械GEETECH,6.537,19.45,12714.465,tw,1539.tw
858,1587,吉茂CM,6.5356618,25.15,16437.18943,tw,1587.tw
859,4148,全宇生技-KYACBT,6.4034001,38.9,24909.22639,tw,4148.tw
860,8070,長華電材CHANG WAH,6.3879937,30.65,19579.20069,tw,8070.tw
861,1730,花仙子FARCENT,6.3233851,71.7,45338.67117,tw,1730.tw
862,4968,立積Richwave,6.3192078,394.5,249292.7477,tw,4968.tw
863,3593,力銘科技logah,6.3042416,12.55,7911.823208,tw,3593.tw
864,3040,遠見GV,6.3,38.6,24318,tw,3040.tw
865,1410,南洋染整NYDF,6.3,34.3,21609,tw,1410.tw
866,3679,新至陞科技Nishoku,6.2446229,109,68066.38961,tw,3679.tw
867,8201,無敵科技BESTA,6.2366275,9.83,6130.604833,tw,8201.tw
868,2482,連宇UIC,6.2072549,11.2,6952.125488,tw,2482.tw
869,3661,世芯-KYAlchip,6.1835326,621,383997.3745,tw,3661.tw
870,4737,華廣BIONIME,6.1755794,67.9,41932.18413,tw,4737.tw
871,5225,東科-KYEASTECH,6.1455,27.6,16961.58,tw,5225.tw
872,1786,科妍SVBI,6.1005,61.7,37640.085,tw,1786.tw
873,4190,佐登-KYJDS,6.09147,94.3,57442.5621,tw,4190.tw
874,6671,三能-KYSan Neng-KY,6.075,39.1,23753.25,tw,6671.tw
875,4133,亞諾法Abnova,6.0553594,58.2,35242.19171,tw,4133.tw
876,1558,伸興ZENG HSING,6.0535631,140.5,85052.56156,tw,1558.tw
877,3416,融程電WinMate,6.0365947,75.1,45334.8262,tw,3416.tw
878,2233,宇隆TURVO,6.0288089,83.7,50461.13049,tw,2233.tw
879,1526,日馳SUNRACE,6,45.85,27510,tw,1526.tw
880,3311,閎暉Silitech,6,33.35,20010,tw,3311.tw
881,8442,威宏-KYWW,5.9999682,47,28199.85054,tw,8442.tw
882,5215,科嘉-KYKO JA,5.93375,131.5,78028.8125,tw,5215.tw
883,6715,嘉基Lintes,5.7,127.5,72675,tw,6715.tw
884,9912,偉聯科技AIC,5.3806569,8.39,4514.371139,tw,9912.tw
885,2465,麗臺Leadtek,5.3587301,21.95,11762.41257,tw,2465.tw
886,3004,豐達科技NAFCO,5.2647155,57.1,30061.52551,tw,3004.tw
887,8499,鼎炫-KYTOP BRIGHT,5.1286,138,70774.68,tw,8499.tw
888,4763,材料-KYACE,5.10767,122,62313.574,tw,4763.tw
889,6431,光麗-KYKSKL,5.0442835,29.8,15031.96483,tw,6431.tw
890,6165,捷泰JTT,4.9682403,41.35,20543.67364,tw,6165.tw
891,8467,波力-KYBONNY WORLDWIDE LIMITED,4.9534,48.15,23850.621,tw,8467.tw
892,1341,富林-KYFULIN-KY,4.94,58.5,28899,tw,1341.tw
893,3588,通嘉LD,4.77742,69.6,33250.8432,tw,3588.tw
894,4571,鈞興-KYKHGEARS,4.76,72.9,34700.4,tw,4571.tw
895,6666,羅麗芬-KYLLF-KY,4.7388,101,47861.88,tw,6666.tw
896,2471,資通ARES,4.725389,27.3,12900.31197,tw,2471.tw
897,4912,聯德控股-KYLemtech,4.6967069,109.5,51428.94056,tw,4912.tw
898,3138,耀登Auden,4.6695663,157,73312.19091,tw,3138.tw
899,2236,百達-KYPatec,4.5759703,19.75,9037.541343,tw,2236.tw
900,2243,宏旭-KYHS,4.5668529,12.65,5777.068919,tw,2243.tw
901,6625,必應Binlive,4.4873444,32.25,14471.68569,tw,6625.tw
902,3563,牧德MACHVISION,4.4728234,294.5,131724.6491,tw,3563.tw
903,5284,jpp-KYjpp,4.3664608,35.05,15304.4451,tw,5284.tw
904,6533,晶心科ANDES,4.2650911,334,142454.0427,tw,6533.tw
905,1732,毛寶Mao Bao,4.2443957,24.45,10377.54749,tw,1732.tw
906,4557,永新-KYYusin,3.9808,62.8,24999.424,tw,4557.tw
907,8480,泰昇-KYTaisun-KY,3.927,122,47909.4,tw,8480.tw
908,4807,日成-KYRGH,3.8386,27.95,10728.887,tw,4807.tw
909,4572,駐龍DPI,3.58,81.5,29177,tw,4572.tw
910,3046,建碁AOpen,3.4948013,15.5,5416.942015,tw,3046.tw
911,1516,川飛FALCON,3.4394794,25.5,8770.67247,tw,1516.tw
912,6641,基士德-KYGSD-KY,3.4,64.1,21794,tw,6641.tw
913,4581,光隆精密-KYWKG,3.3899,37.2,12610.428,tw,4581.tw
914,1256,鮮活果汁-KYSunjuice,3.384216,294,99495.9504,tw,1256.tw
915,3130,一零四104 CORPORATION,3.31907,158.5,52607.2595,tw,3130.tw
916,4439,冠星-KYTST Group,3.15,150.5,47407.5,tw,4439.tw
917,6591,動力-KYSUN MAX,3.1267211,61.6,19260.60198,tw,6591.tw
918,6172,互億Billionton,3,30.3,9090,tw,6172.tw
919,2496,卓越成功SPC,1.918544,56,10743.8464,tw,2496.tw
920,2424,隴華Lung Hwa,1.8967,26,4931.42,tw,2424.tw
16,5820,日盛金控,377.2452281,10.4,39233,two,5820.two
2,5347,世界先進,163.8982267,96.2,157670,two,5347.two
12,8069,元太,114.0467715,39.45,44991,two,8069.two
25,8415,大國鋼,103.15,25.8,26612,two,8415.two
103,5512,力麒建設,74.3992712,9.83,7313,two,5512.two
46,4157,太景-KY,71.6844175,23.15,16594,two,4157.two
15,6147,頎邦科技,65.4261998,62.3,40760,two,6147.two
147,6016,康和證券,59.4454986,8.48,5040,two,6016.two
6,5483,中美晶,58.6221651,103.5,60673,two,5483.two
45,6182,合晶科技,51.0898436,32.6,16655,two,6182.two
33,1785,光洋科技,49.8431243,44,21930,two,1785.two
47,3264,欣銓科技,49.0259176,33.35,16350,two,3264.two
106,5009,榮剛材料,46.6735991,15.4,7187,two,5009.two
20,4123,晟德,45.9253406,64.6,29667,two,4123.two
378,6287,元隆電子,43.814559,4.19,1835,two,6287.two
1,6488,環球晶,43.725,435.5,190422,two,6488.two
49,5371,中強光電,43.442311,34.6,15031,two,5371.two
19,4128,中天生技,42.534265,71.9,30582,two,4128.two
3,3105,穩懋,42.4056384,310,131457,two,3105.two
32,5530,龍巖,42.0084199,52.5,22054,two,5530.two
174,1815,富喬,41.7896498,10.1,4220,two,1815.two
44,6548,長科,36.413105,46.1,16786,two,6548.two
4,4743,合一,35.5909437,290,103213,two,4743.two
56,6244,茂迪,35.5041875,34.3,12177,two,6244.two
53,2035,唐榮公司,35,37.1,12985,two,2035.two
142,5213,亞昕,34.6195432,15.15,5244,two,5213.two
304,6015,宏遠證券,33.0816775,6.85,2266,two,6015.two
87,3707,漢磊投控,30.8192641,27.5,8475,two,3707.two
132,6021,大慶證券,30.6755974,18.25,5598,two,6021.two
234,4707,磐亞,30.2328371,10.55,3189,two,4707.two
76,4167,松瑞藥,29.8299506,32.05,9560,two,4167.two
50,6023,元大期,28.9976288,50.6,14672,two,6023.two
110,4114,健喬信元,28.2683289,24.4,6897,two,4114.two
72,6188,廣明光電,27.835891,36.2,10076,two,6188.two
108,8076,伍豐科技,27.7531538,25.45,7063,two,8076.two
17,3374,精材,27.1364316,135,36634,two,3374.two
160,5351,鈺創科技,26.7707347,17.25,4617,two,5351.two
22,6274,台燿科技,26.7027699,105,28037,two,6274.two
36,6446,藥華藥,26.3418341,79.3,20889,two,6446.two
646,5701,劍湖山,25.3756957,2.8,710,two,5701.two
73,8358,金居開發,25.2588,38.7,9775,two,8358.two
210,6020,大展證券,25.2353154,13.7,3457,two,6020.two
31,4147,中裕,25.222,87.6,22094,two,4147.two
58,5425,台半,24.9453965,47.2,11774,two,5425.two
80,6125,廣運機械,24.901115,36.8,9163,two,6125.two
43,4105,東洋藥品,24.8649959,71.9,17877,two,4105.two
137,8936,國統國際,24.8078157,21.8,5408,two,8936.two
344,6026,福邦證,24.66765,8.38,2067,two,6026.two
238,8933,愛地雅,24.3278711,12.8,3113,two,8933.two
328,5864,致和證,23.7490422,9.08,2156,two,5864.two
54,3260,威剛科技,22.7552902,56,12742,two,3260.two
81,3078,僑威科技,22.7391064,39.9,9072,two,3078.two
10,5903,全家,22.322,261.5,58372,two,5903.two
89,5508,永信建設,21.7428133,38.65,8403,two,5508.two
240,4113,聯上實業,21.1138137,14.7,3103,two,4113.two
42,6547,高端疫苗,21.109875,87.2,18407,two,6547.two
388,3710,連展投控,20.7290721,8.6,1782,two,3710.two
62,6589,台康生技,20.6099425,54.8,11294,two,6589.two
70,8908,欣雄,20.0078093,51.1,10223,two,8908.two
38,8086,宏捷科技,19.9716123,102.5,20470,two,8086.two
7,8299,群聯電子,19.7073993,303,59713,two,8299.two
116,5340,建榮工業,19.4893964,34,6626,two,5340.two
206,5514,三豐建設,19.430763,18,3497,two,5514.two
253,8927,北基國際,19.1833166,15.35,2944,two,8927.two
385,5905,南仁湖,18.9816957,9.43,1789,two,5905.two
284,8059,凱碩,18.8618,13,2452,two,8059.two
35,4174,浩鼎,18.8586174,112,21121,two,4174.two
9,6121,新普科技,18.4970519,317,58635,two,6121.two
102,3630,新鉅科,18.4913848,40.05,7405,two,3630.two
255,8121,越峰電子,18.2993743,16,2927,two,8121.two
136,6124,業強科技,18.2479945,30,5474,two,6124.two
686,5475,德宏工業,18.1610024,3.23,586,two,5475.two
462,6129,普誠科技,18.0943675,7.7,1393,two,6129.two
605,5381,合正科技,18.0156837,4.8,864,two,5381.two
107,8050,廣積,17.7099773,39.9,7066,two,8050.two
71,4506,崇友實業,17.7012,57.2,10125,two,4506.two
66,6180,橘子,17.5493573,60.7,10652,two,6180.two
179,6509,聚和國際,17.3204101,23.9,4139,two,6509.two
445,5328,華容,17.2710724,8.67,1497,two,5328.two
399,3372,典範,17.21,10.2,1755,two,3372.two
67,6173,信昌電陶,17.2,60.9,10474,two,6173.two
185,5392,應華精密,16.996399,23.4,3977,two,5392.two
48,5457,宣德,16.9585,96.1,16297,two,5457.two
362,5498,凱崴,16.9339756,11.5,1947,two,5498.two
560,5355,佳總興業,16.6122792,6.11,1015,two,5355.two
79,8942,森鉅科技,16.584008,55.5,9204,two,8942.two
442,5014,建錩實業,16.5333054,9.16,1514,two,5014.two
130,5443,均豪精密,16.5136144,34,5614,two,5443.two
326,8064,東捷科技,16.4817836,13.25,2183,two,8064.two
235,5465,富驊企業,16.4091811,19.4,3183,two,5465.two
547,5302,太欣半導,16.2377,6.57,1066,two,5302.two
535,6167,久正光電,16.2173221,6.81,1104,two,6167.two
371,4207,環泰企業,16.2090832,11.7,1896,two,4207.two
287,5227,立凱-KY,16.0019664,15,2400,two,5227.two
391,4533,協易機械,15.843411,11.2,1774,two,4533.two
550,8085,福華電子,15.7257242,6.67,1048,two,8085.two
273,5206,坤悅開發,15.5925,17,2650,two,5206.two
300,5523,豐謙,15.5001464,14.85,2301,two,5523.two
299,6219,富旺,15.4016276,14.95,2302,two,6219.two
507,2641,正德,15.2635888,8.1,1236,two,2641.two
111,5309,系統電子,15.2384709,45,6857,two,5309.two
352,6185,幃翔精密,14.9867531,13.4,2008,two,6185.two
501,5452,佶優科技,14.8763669,8.42,1252,two,5452.two
390,6603,富強鑫,14.8708517,11.95,1777,two,6603.two
97,6290,良維科技,14.7766197,52.7,7787,two,6290.two
471,9950,萬國通路,14.7716,9.26,1367,two,9950.two
60,3211,順達科技,14.7480521,79.1,11665,two,3211.two
94,4162,智擎,14.659684,55.5,8136,two,4162.two
444,5426,振發實業,14.38,10.5,1509,two,5426.two
408,8096,擎亞,14.2416429,12,1708,two,8096.two
27,3227,原相科技,14.143924,182,25741,two,3227.two
223,8234,新漢,14.1226472,23.4,3304,two,8234.two
320,6190,萬泰科技,14.0368537,15.7,2203,two,6190.two
112,6284,佳邦科技,14.0180341,48.8,6840,two,6284.two
278,1799,易威,13.9379678,18.65,2599,two,1799.two
93,3176,基亞,13.8985505,58.6,8144,two,3176.two
405,5324,士林開發,13.637909,12.65,1725,two,5324.two
254,6175,立敦科技,13.6363516,21.55,2938,two,6175.two
228,3265,台星科,13.6261659,24.05,3277,two,3265.two
138,8938,明安國際,13.5312722,39.8,5385,two,8938.two
82,8917,欣泰,13.442352,66,8871,two,8917.two
201,5013,強新工業,13.3416,27.05,3608,two,5013.two
322,3294,英濟,13.2015919,16.65,2198,two,3294.two
222,6220,岳豐科技,13.1046618,25.25,3308,two,6220.two
141,8916,光隆,13.1042331,40.05,5248,two,8916.two
205,6186,新潤興業,13.0034408,27.4,3562,two,6186.two
113,6261,久元電子,12.8497989,52.9,6797,two,6261.two
154,4726,永昕,12.82377,37.35,4789,two,4726.two
65,5478,智冠,12.7474332,83.9,10695,two,5478.two
262,6126,信音企業,12.6839587,22.6,2866,two,6126.two
315,3162,精確,12.6531342,17.5,2214,two,3162.two
24,5306,桂盟國際,12.6,216,27216,two,5306.two
86,5609,中菲行,12.6,67.9,8555,two,5609.two
159,8042,金山電子,12.5691795,37.5,4713,two,8042.two
369,6163,華電聯網,12.2881692,15.5,1904,two,6163.two
302,5450,南良,12.239225,18.65,2282,two,5450.two
203,8931,大園汽電,12.2254862,29.3,3582,two,8931.two
324,8183,台灣精星,12.1251068,18.1,2194,two,8183.two
420,3188,鑫龍騰,12.029512,13.65,1642,two,3188.two
251,4401,東隆興業,12.0286286,24.65,2965,two,4401.two
246,4979,華星光,12.0124279,25.4,3051,two,4979.two
384,8905,裕國,11.944,15,1791,two,8905.two
215,1569,濱川企業,11.9308852,28.1,3352,two,1569.two
303,8049,晶采光電,11.8279808,19.25,2276,two,8049.two
157,8383,千附實業,11.8192482,40.05,4733,two,8383.two
21,8436,大江,11.8184169,238,28127,two,8436.two
625,6265,方土昶,11.8172151,6.68,789,two,6265.two
213,4907,富宇地產,11.8145778,28.5,3367,two,4907.two
105,6245,立端科技,11.8004438,61.8,7292,two,6245.two
184,6535,順藥,11.7844825,33.9,3994,two,6535.two
230,3624,光頡科技,11.7340842,27.8,3262,two,3624.two
272,3202,樺晟電子,11.716487,22.85,2677,two,3202.two
64,8044,網路家庭,11.7159446,93.8,10989,two,8044.two
265,6101,寬魚國際,11.6422371,24,2794,two,6101.two
461,4714,永捷,11.6392771,12,1396,two,4714.two
121,8349,恒耀,11.6382966,52.4,6098,two,8349.two
624,6264,富裔,11.6355291,6.87,799,two,6264.two
218,5511,德昌營造,11.344,29.45,3340,two,5511.two
482,5438,東友,11.2536565,11.95,1344,two,5438.two
173,6208,日揚科技,11.1855688,37.95,4244,two,6208.two
198,3362,先進光,11.154588,33,3681,two,3362.two
295,3071,協禧電機,11,21.2,2332,two,3071.two
604,8077,洛碁實業,10.9728343,7.92,869,two,8077.two
751,3095,及成,10.9276321,3,327,two,3095.two
373,8111,立碁電子,10.9102223,17.05,1860,two,8111.two
101,5604,中連貨運,10.8782968,68.5,7451,two,5604.two
187,8403,盛弘,10.8693902,35.65,3874,two,8403.two
335,6127,九豪精密,10.8079751,19.55,2112,two,6127.two
511,4510,高鋒工業,10.8010689,11.3,1220,two,4510.two
231,4130,健亞,10.7888638,30.1,3247,two,4130.two
644,3230,錦明實業,10.7746524,6.63,714,two,3230.two
264,8182,加高電子,10.7041215,26.15,2799,two,8182.two
146,4192,杏國,10.6577,47.55,5067,two,4192.two
446,5315,光聯科技,10.6351832,14,1488,two,5315.two
292,8390,金益鼎,10.5813991,22.35,2364,two,8390.two
472,4729,熒茂光學,10.3087,13.25,1365,two,4729.two
270,5356,協益電子,10.304,26.25,2704,two,5356.two
249,5489,彩富電子,10.2706441,29.15,2993,two,5489.two
313,3221,台灣嘉碩,10.247341,21.75,2228,two,3221.two
404,3508,位速,10.2267737,16.9,1728,two,3508.two
120,6212,理銘科技,10.2,60,6120,two,6212.two
88,6576,逸達,10.1897627,82.6,8416,two,6576.two
190,1752,南光,10.0988472,38.05,3842,two,1752.two
364,6461,益得,10.0744,19.2,1934,two,6461.two
263,3144,新揚科,10.063775,28.1,2827,two,3144.two
293,6234,高僑,10.0386398,23.55,2364,two,6234.two
237,8240,華宏新技,10.0004414,31.2,3120,two,8240.two
332,2596,綠意開發,10,21.25,2125,two,2596.two
96,6279,胡連精密,9.9654707,80.6,8032,two,6279.two
449,3290,東浦,9.9548926,14.75,1468,two,3290.two
377,6266,泰詠電子,9.8946203,18.65,1845,two,6266.two
508,3313,斐成企業,9.8770776,12.5,1234,two,3313.two
416,4939,亞電,9.8200868,16.8,1649,two,4939.two
8,5904,寶雅國際,9.7685031,608,59392,two,5904.two
281,4168,醣聯,9.750781,25.5,2486,two,4168.two
55,8406,金可-KY,9.7072996,129,12522,two,8406.two
629,3322,建舜電子,9.665152,8.02,775,two,3322.two
569,5301,寶得利,9.6552571,10.25,989,two,5301.two
289,5490,同亨科技,9.6396601,24.75,2385,two,5490.two
316,3303,岱稜,9.6089607,23,2210,two,3303.two
430,5902,德記洋行,9.45,17,1606,two,5902.two
584,6134,萬旭電業,9.4270574,10,942,two,6134.two
503,3523,迎輝科技,9.404978,13.3,1250,two,3523.two
151,3289,宜特科技,9.3575121,52.5,4912,two,3289.two
423,4909,新復興,9.3356864,17.45,1629,two,4909.two
359,3236,千如電機,9.2920896,21.2,1969,two,3236.two
34,6146,耕興,9.2396553,236,21805,two,6146.two
41,4736,泰博,9.1771992,214.5,19685,two,4736.two
675,8277,商丞科技,9.1628833,6.71,614,two,8277.two
691,5488,松普科技,9.1586124,6.26,573,two,5488.two
95,8255,朋程,9.1513,88,8053,two,8255.two
168,4991,環宇-KY,9.1435254,47.7,4361,two,4991.two
28,3081,聯亞,9.1373177,270,24670,two,3081.two
90,6223,旺矽科技,9.106835,92.2,8396,two,6223.two
590,6118,建達國際,9.0889573,10.15,922,two,6118.two
119,6104,創惟科技,9.0783184,68.5,6218,two,6104.two
323,3363,上詮,9.0743256,24.2,2195,two,3363.two
660,4903,聯光通信,9.0279327,7.25,654,two,4903.two
619,9962,有益鋼鐵,9.022026,9.06,817,two,9962.two
100,6411,晶焱,9.0158331,82.7,7456,two,6411.two
77,3217,優群科技,9.0104203,106,9551,two,3217.two
425,6170,統振,8.9670038,18.1,1623,two,6170.two
30,6492,生華科,8.965812,250,22414,two,6492.two
640,4534,慶騰精密,8.9193948,8.2,731,two,4534.two
372,8099,大世科,8.856,21.3,1886,two,8099.two
653,5529,志嘉建設,8.8432849,7.6,672,two,5529.two
754,8080,永利聯合,8.8291604,3.52,310,two,8080.two
37,3324,雙鴻科技,8.7979371,234.5,20631,two,3324.two
437,8074,鉅橡,8.7124466,17.8,1550,two,8074.two
305,4944,兆遠,8.7089296,26,2264,two,4944.two
169,4120,友華生技,8.6747119,50.2,4354,two,4120.two
182,3083,中華網龍,8.6116358,46.8,4030,two,3083.two
194,5439,高技企業,8.5975752,44,3782,two,5439.two
400,5410,國眾電腦,8.5900123,20.4,1752,two,5410.two
59,3552,同致電子,8.5592949,137.5,11769,two,3552.two
283,6508,惠光,8.5297029,28.85,2460,two,6508.two
134,8444,綠河-KY,8.4766845,65.5,5552,two,8444.two
659,8935,邦泰,8.43,7.78,655,two,8935.two
139,4152,台微體,8.4154934,63.1,5310,two,4152.two
122,8027,鈦昇,8.4152377,71,5974,two,8027.two
317,3512,皇龍,8.4,26.25,2205,two,3512.two
275,4417,金洲製網,8.3971399,31.3,2628,two,4417.two
221,1586,和勤,8.3884122,39.45,3309,two,1586.two
349,6207,雷科,8.3873589,24.35,2042,two,6207.two
145,8924,大田精密,8.38,61.5,5153,two,8924.two
117,6187,萬潤,8.3323902,79,6582,two,6187.two
562,3489,森寶,8.313067,12.15,1010,two,3489.two
688,3066,李洲科技,8.3070612,7.03,583,two,3066.two
259,6143,振曜科技,8.3006897,34.7,2880,two,6143.two
638,4529,淳紳,8.2680296,8.89,735,two,4529.two
176,3088,艾訊,8.2581039,50.6,4178,two,3088.two
617,1584,精剛精密,8.2470533,10.05,828,two,1584.two
489,6506,雙邦實業,8.2360826,15.9,1309,two,6506.two
522,3625,西勝,8.2096002,14.35,1178,two,3625.two
57,5289,宜鼎,8.132404,149,12117,two,5289.two
123,1597,直得,8.1187549,73.4,5959,two,1597.two
5,4966,譜瑞-KY,8.0758092,1120,90449,two,4966.two
104,4205,中華食品,8.0701842,90.6,7311,two,4205.two
559,8930,青鋼,8.0669406,12.65,1020,two,8930.two
200,3092,鴻碩精密,8.0527784,45.4,3655,two,3092.two
458,6156,松上,8.0512609,17.8,1433,two,6156.two
225,3323,加百裕,8.0305914,41,3292,two,3323.two
558,6154,順發電腦,8.008,12.75,1021,two,6154.two
465,3685,元創精密,7.999,17.35,1387,two,3685.two
341,3511,矽瑪科技,7.9972945,25.95,2075,two,3511.two
135,6203,海韻電子,7.9953277,69.4,5548,two,6203.two
192,3631,晟楠,7.9920909,47.6,3804,two,3631.two
345,8043,蜜望實,7.990717,25.8,2061,two,8043.two
356,6233,旺玖科技,7.9609896,24.95,1986,two,6233.two
368,3709,鑫聯大投控,7.956945,24,1909,two,3709.two
212,6237,驊訊電子,7.9562871,42.4,3373,two,6237.two
530,5344,立衛科技,7.944746,14.25,1132,two,5344.two
402,5383,金利,7.9400399,22,1746,two,5383.two
294,4933,友輝,7.9367675,29.4,2333,two,4933.two
487,4121,優盛醫學,7.9316764,16.75,1328,two,4121.two
497,4706,大恭化學,7.9030093,15.95,1260,two,4706.two
477,6161,捷波資訊,7.8983303,17.2,1358,two,6161.two
476,8354,冠好,7.8532263,17.3,1358,two,8354.two
276,4129,聯合骨科,7.8407847,33.3,2610,two,4129.two
572,8418,捷必勝-KY,7.8359,12.4,971,two,8418.two
389,5603,陸海交通,7.8324575,22.7,1777,two,5603.two
