, 股票代號, 股票名稱, 發行股數, 收盤價, 市值(佰萬元),類型,yahooid
415,9927,泰銘TMI,20.9148167,29.6,61907.85743,tw,9927.tw
416,8039,台虹TAIFLEX,20.9119692,54.6,114179.3518,tw,8039.tw
417,2906,高林實業Collins,20.9111093,15.5,32412.21942,tw,2906.tw
418,2910,統領百貨TONLIN,20.8725,52.9,110415.525,tw,2910.tw
419,3596,智易科技Arcadyan,20.840949,93.8,195488.1016,tw,3596.tw
420,6168,宏齊HARVATEK CORPOR,20.6069801,17.65,36371.31988,tw,6168.tw
421,2305,全友MII,20.5660827,10,20566.0827,tw,2305.tw
422,1437,勤益控GTM,20.3371284,24.75,50334.39279,tw,1437.tw
423,2486,一詮I-Chiun,20.1958579,19.4,39179.96433,tw,2486.tw
424,2008,高興昌KHC,20.0852293,18.9,37961.08338,tw,2008.tw
425,1737,臺鹽TAIYEN,20,32.7,65400,tw,1737.tw
426,2013,中鋼構CSSC,20,32.7,65400,tw,2013.tw
427,4934,太極能源Tainergy,20,29.4,58800,tw,4934.tw
428,1528,恩德科技Anderson,19.9331,9.99,19913.1669,tw,1528.tw
429,2477,美隆電Meiloon,19.8216555,35,69375.79425,tw,2477.tw
430,1451,年興紡織NIEN HSING,19.8,17.3,34254,tw,1451.tw
431,2612,中航CMT,19.7484593,35.3,69712.06133,tw,2612.tw
432,2387,精元Sunrex,19.6297952,64.9,127397.3708,tw,2387.tw
433,2464,盟立Mirle,19.5531226,44,86033.73944,tw,2464.tw
434,5907,大洋-KYGORG,19.5531,21.35,41745.8685,tw,5907.tw
435,9919,康那香KNH,19.536275,33.6,65641.884,tw,9919.tw
436,3041,揚智Ali,19.4539746,31.3,60890.9405,tw,3041.tw
437,1616,億泰電纜Evertop,19.4148515,6.71,13027.36536,tw,1616.tw
438,2417,圓剛AVerMedia,19.289233,49.95,96349.71884,tw,2417.tw
439,3376,新日興SZS,19.1920346,132.5,254294.4585,tw,3376.tw
440,1603,中華電纜CWCO,19.1688,28.45,54535.236,tw,1603.tw
441,2404,漢唐UIS,19.0586698,216,411667.2677,tw,2404.tw
442,3701,大眾控FICG,19.0344554,13.75,26172.37618,tw,3701.tw
443,1417,嘉裕Carnival,18.994184,11.15,21178.51516,tw,1417.tw
444,4927,泰鼎-KYApex,18.9937988,68.6,130297.4598,tw,4927.tw
445,3209,全科科技ALLTEK,18.9181306,23.25,43984.65365,tw,3209.tw
446,1590,亞德客-KYAIRTAC,18.9024998,900,1701224.982,tw,1590.tw
447,9924,臺灣福興Taiwan Fu Hsing,18.845217,44.85,84520.79825,tw,9924.tw
448,6115,鎰勝I-SHENG,18.7662154,42.15,79099.59791,tw,6115.tw
449,3149,正達國際G-TECH,18.7584827,26.85,50366.52605,tw,3149.tw
450,3015,全漢SPI,18.726195,41.2,77151.9234,tw,3015.tw
451,6196,帆宣MIC,18.71427,116.5,218021.2455,tw,6196.tw
452,2705,六福LEOFOO,18.653663,21.8,40664.98534,tw,2705.tw
453,3047,訊舟EDIMAX,18.6491633,13.55,25269.61627,tw,3047.tw
454,9802,鈺齊-KYFulgent Sun,18.6184578,112,208526.7274,tw,9802.tw
455,8429,金麗-KYJinli,18.5747151,9.37,17404.50805,tw,8429.tw
456,1416,廣豐實業KFIC,18.5342168,11.9,22055.71799,tw,1416.tw
457,2476,鉅祥GS,18.4968298,20.7,38288.43769,tw,2476.tw
458,2455,全新VPEC,18.4905918,112,207094.6282,tw,2455.tw
459,2911,麗嬰房LES,18.4677775,8.03,14829.62533,tw,2911.tw
460,1316,上曜SUN YAD,18.4677626,12.3,22715.348,tw,1316.tw
461,2427,三商電MDS,18.4314463,11.75,21656.9494,tw,2427.tw
462,1531,高林股Kaulin,18.360808,13.3,24419.87464,tw,1531.tw
463,1231,聯華食品Lian Hwa Foods,18.3325165,46.85,85887.8398,tw,1231.tw
464,2316,楠梓電WUS,18.2740536,31.7,57928.74991,tw,2316.tw
465,2351,順德SDI Corporation,18.2140249,98.2,178861.7245,tw,2351.tw
466,2528,皇普CROWELL,18.2085409,23.7,43154.24193,tw,2528.tw
467,1725,元禎YJE,18.1829978,16.4,29820.11639,tw,1725.tw
468,5434,崇越TOPCO,18.1699567,119.5,217130.9826,tw,5434.tw
469,3031,佰鴻BRIGHT,18.1674224,15.85,28795.3645,tw,3031.tw
470,1515,力山工業REXON,18.14735,72.8,132112.708,tw,1515.tw
471,4564,元翎MOSA,18.1473303,30,54441.9909,tw,4564.tw
472,6288,聯嘉光電EOI,18.1428064,32.55,59054.83483,tw,6288.tw
473,2038,海光企業HAIKWANG,18.1264522,21.4,38790.60771,tw,2038.tw
474,9918,欣天然S.S.N.G.,18.0537453,38.5,69506.91941,tw,9918.tw
475,2723,美食-KYGourmet,18,141,253800,tw,2723.tw
476,1773,勝一化工SHINY,18,108.5,195300,tw,1773.tw
477,9926,新海瓦斯S.H.,17.9504075,48.35,86790.22026,tw,9926.tw
478,3494,誠研HiTi,17.9450634,5.31,9528.828665,tw,3494.tw
479,6189,豐藝Promate,17.9045194,35.4,63381.99868,tw,6189.tw
480,6271,同欣電子THEIL,17.8848321,177,316561.5282,tw,6271.tw
481,1720,生達化學S.C.P.C,17.8696089,37.7,67368.42555,tw,1720.tw
482,3090,日電貿NDB,17.865715,50.2,89685.8893,tw,3090.tw
483,2399,映泰Biostar,17.81,17.25,30722.25,tw,2399.tw
484,2436,偉詮電Weltrend,17.8009961,49.65,88381.94564,tw,2436.tw
485,1220,台榮TAIROUN,17.7077944,12.6,22311.82094,tw,1220.tw
486,3022,威強電IEI,17.659779,54.5,96245.79555,tw,3022.tw
487,8411,福貞-KYKINGCAN,17.5398185,14.2,24906.54227,tw,8411.tw
488,6669,緯穎Wiwynn,17.4840791,704,1230879.169,tw,6669.tw
489,1463,強盛染整CS,17.3268381,13.7,23737.7682,tw,1463.tw
490,2611,志信TSI,17.2994247,11.85,20499.81827,tw,2611.tw
491,4426,利勤實業LI CHENG,17.2677198,29.15,50335.40322,tw,4426.tw
492,2359,所羅門Solomon,17.1471052,19.2,32922.44198,tw,2359.tw
493,9935,慶豐富Ching Feng,16.9623342,28.45,48257.8408,tw,9935.tw
494,6235,華孚科技Waffer,16.9364556,19.05,32263.94792,tw,6235.tw
495,2460,建通Gem,16.92,17.5,29610,tw,2460.tw
496,5243,乙盛-KYESON,16.8528915,63.3,106678.8032,tw,5243.tw
497,1467,南緯TEX-RAY,16.8209761,19.9,33473.74244,tw,1467.tw
498,5538,東明-KYTONG MING,16.8,39.55,66444,tw,5538.tw
499,5471,松翰SONIX,16.7877071,65.7,110295.2356,tw,5471.tw
500,6152,百一PRIME,16.7738463,13.95,23399.51559,tw,6152.tw
501,1734,杏輝藥品SINPHAR,16.7722022,30.95,51909.96581,tw,1734.tw
502,1809,中國製釉China Glaze,16.7041937,12.45,20796.72116,tw,1809.tw
503,4961,天鈺FITIPOWER,16.6588012,123,204903.2548,tw,4961.tw
504,2430,燦坤TKE,16.6468825,20.1,33460.23383,tw,2430.tw
505,2302,麗正Rectron,16.6302881,24.5,40744.20585,tw,2302.tw
506,6605,帝寶DEPO,16.5816397,69.8,115739.8451,tw,6605.tw
507,1524,耿鼎GORDON,16.5310397,10.35,17109.62609,tw,1524.tw
508,4108,懷特PhytoHealth,16.3618879,25.3,41395.57639,tw,4108.tw
509,1506,正道R.W.,16.3161751,10.8,17621.46911,tw,1506.tw
510,6209,今國光學KINKO,16.3146931,35.6,58080.30744,tw,6209.tw
511,2062,橋椿金屬SSM,16.3014152,25.2,41079.5663,tw,2062.tw
512,2380,虹光Avision,16.2444084,9.75,15838.29819,tw,2380.tw
513,3038,全台EDT,16.2407603,19.25,31263.46358,tw,3038.tw
514,1726,永記造漆YCP,16.2,71.3,115506,tw,1726.tw
515,3058,立德Leader,16.1937351,10,16193.7351,tw,3058.tw
516,2414,精技UTE,16.1735846,25.7,41566.11242,tw,2414.tw
517,3014,聯陽ITE,16.1080124,68.1,109695.5644,tw,3014.tw
518,1468,昶和纖維CHANG HO,16.0405244,15,24060.7866,tw,1468.tw
519,1232,大統益TTET,15.9974915,142.5,227964.2539,tw,1232.tw
520,6108,競國實業APCB INC.,15.9899311,20.55,32859.30841,tw,6108.tw
521,2484,希華Siward,15.9421022,24.15,38500.17681,tw,2484.tw
522,2461,光群雷K Laser,15.9324631,19.5,31068.30305,tw,2461.tw
523,6184,大豐電DAH FUNG CATV,15.8230657,43.1,68197.41317,tw,6184.tw
524,3026,禾伸堂HOLY  STONE,15.7990779,116.5,184059.2575,tw,3026.tw
525,4943,康控-KYCONCRAFT,15.7212582,86.5,135988.8834,tw,4943.tw
526,2069,運錩鋼鐵YC,15.6386836,18.15,28384.21073,tw,2069.tw
527,2466,冠西電Cosmo,15.6334226,32.7,51121.2919,tw,2466.tw
528,2342,茂矽MVI,15.6186144,38.65,60365.94466,tw,2342.tw
529,3321,同泰電子UNIFLEX,15.6144825,15.35,23968.23064,tw,3321.tw
530,3013,晟銘電UNEEC,15.5935018,15,23390.2527,tw,3013.tw
531,4141,龍燈-KYRotam,15.5842326,12.4,19324.44842,tw,4141.tw
532,3003,健和興KST,15.565489,49.15,76504.37844,tw,3003.tw
533,4989,榮科LCYT,15.3085,24.5,37505.825,tw,4989.tw
534,1340,勝悅-KYVICTORY,15.2922855,12.7,19421.20259,tw,1340.tw
535,2420,新巨Zippy,15.2648688,34,51900.55392,tw,2420.tw
536,3622,洋華YFO,15.13276,34.2,51754.0392,tw,3622.tw
537,4164,承業生醫CHC,15.1289882,39.55,59835.14833,tw,4164.tw
538,1906,寶隆P.L,15.1,17.95,27104.5,tw,1906.tw
539,1713,國泰化工Cathay Chemical,15.09517,21.65,32681.04305,tw,1713.tw
540,6183,關貿網路TRADE-VAN,15,50.5,75750,tw,6183.tw
541,8463,潤泰精材RTM,15,37.4,56100,tw,8463.tw
542,2467,志聖C Sun,14.9205548,36.55,54534.62779,tw,2467.tw
543,6579,研揚AAEON,14.8498468,75.8,112561.8387,tw,6579.tw
544,2613,中櫃CCTC,14.8423458,22.9,33988.97188,tw,2613.tw
545,9943,好樂迪Holiday,14.73176,63.5,93546.676,tw,9943.tw
546,1473,台南企業Tainan,14.7153534,19.05,28032.74823,tw,1473.tw
547,2540,愛山林I- Sunny,14.66,69.9,102473.4,tw,2540.tw
548,2472,立隆電LEION,14.6381031,63.8,93391.09778,tw,2472.tw
549,3050,鈺德U-Tech,14.598445,19.5,28466.96775,tw,3050.tw
550,3450,聯鈞ELASER,14.5681382,69.7,101539.9233,tw,3450.tw
551,2423,固緯GW,14.5047289,24.05,34883.873,tw,2423.tw
552,2478,大毅Ta-I,14.4742289,86,124478.3685,tw,2478.tw
553,3437,榮創AOT,14.4548,30.3,43798.044,tw,3437.tw
554,2433,互盛電ASC,14.4496011,51.5,74415.44567,tw,2433.tw
555,1617,榮星電線JSW,14.4233235,14.8,21346.51878,tw,1617.tw
556,6206,飛捷FLYTECH,14.3062324,62.5,89413.9525,tw,6206.tw
557,4942,嘉彰Chia Chang,14.2367613,37.95,54028.50913,tw,4942.tw
558,8021,尖點Topoint,14.2180467,27.65,39312.89913,tw,8021.tw
559,4104,佳醫EXCELSIOR,14.114897,56.1,79184.57217,tw,4104.tw
560,1560,中砂KINIK,14.10775,66.4,93675.46,tw,1560.tw
561,8454,富邦媒momo,14.00585,637,892172.645,tw,8454.tw
562,1435,中福國際C.F.CORP.,13.978008,23.3,32568.75864,tw,1435.tw
563,1626,艾美特-KYAIRMATE,13.958765,22.5,31407.22125,tw,1626.tw
564,2440,太空梭Space Shuttle,13.9117271,14.1,19615.53521,tw,2440.tw
565,1315,達新工業TAHHSIN,13.86,72.2,100069.2,tw,1315.tw
566,1527,鑽全BASSO,13.857064,41.65,57714.67156,tw,1527.tw
567,1423,利華羊毛Reward Wool,13.84,16.05,22213.2,tw,1423.tw
568,1446,宏和紡織Hong Ho,13.7709513,31.8,43791.62513,tw,1446.tw
569,8011,台通光電TTCC,13.7580375,24.55,33775.98206,tw,8011.tw
570,3060,銘異MIN AIK,13.756319,16.75,23041.83433,tw,3060.tw
571,2616,山隆SLC,13.7281827,32.15,44136.10738,tw,2616.tw
572,1707,葡萄王Grape King,13.6286373,177.5,241908.3121,tw,1707.tw
573,2375,凱美KAIMEI,13.5844168,91.6,124433.2579,tw,2375.tw
574,1443,立益紡織LILYTEXTILE,13.5343011,11.8,15970.4753,tw,1443.tw
575,2597,潤弘精密REC,13.5,65.3,88155,tw,2597.tw
576,8473,山林水FOREST WATER,13.4812297,41,55273.04177,tw,8473.tw
577,4930,燦星網Star Comgistic,13.43,20.4,27397.2,tw,4930.tw
578,3008,大立光LARGAN,13.4140197,3195,4285779.294,tw,3008.tw
579,6283,淳安電子SOE,13.4046843,39.15,52479.33903,tw,6283.tw
580,3443,創意GUC,13.4011911,339,454300.3783,tw,3443.tw
581,3694,海華AzureWave,13.2941808,28.2,37489.58986,tw,3694.tw
582,1731,美吾華Maywufa,13.2915244,17.45,23193.71008,tw,1731.tw
583,1452,宏益纖維HONG YI,13.26414,17.2,22814.3208,tw,1452.tw
584,8028,昇陽半導體PSI,13.2408,58.7,77723.496,tw,8028.tw
586,2630,亞洲航空AACL,13.117104,17.35,22758.17544,tw,2630.tw
587,6670,復盛應用FSP,13.103,173.5,227337.05,tw,6670.tw
588,4935,茂林-KYGLT,13.0937091,112,146649.5419,tw,4935.tw
589,3645,達邁科技TMT,13.0681194,55.3,72266.70028,tw,3645.tw
590,1445,大宇紡織Universal,13.0666034,11.65,15222.59296,tw,1445.tw
591,3665,貿聯-KYBHI,13.0569388,243.5,317936.4598,tw,3665.tw
592,2032,新鋼工業Sinkang,13.0521545,15.8,20622.40411,tw,2032.tw
593,1474,弘裕HONMYUE,12.9896969,13.4,17406.19385,tw,1474.tw
594,1454,臺灣富綢TTF,12.9833848,8.94,11607.14601,tw,1454.tw
595,6525,捷敏-KYGEM,12.9047384,68.2,88010.31589,tw,6525.tw
596,6141,柏承科技Plotech,12.891445,28.7,36998.44715,tw,6141.tw
597,2428,興勤TKS,12.8112726,160,204980.3616,tw,2428.tw
598,1724,台硝T.N.C.,12.78139,13.35,17063.15565,tw,1724.tw
599,6128,上福GPI,12.758874,28,35724.8472,tw,6128.tw
600,2707,晶華酒店GFRT,12.7401972,135,171992.6622,tw,2707.tw
601,2413,環科UMEC,12.73592,25.05,31903.4796,tw,2413.tw
602,2636,台驊投控T3EX,12.7157402,41.05,52198.11352,tw,2636.tw
603,8249,菱光科技CSI,12.7055,19.85,25220.4175,tw,8249.tw
604,3029,零壹ZERO ONE,12.5272212,39.05,48918.79879,tw,3029.tw
605,3312,弘憶股G.M.I,12.511405,14.35,17953.86618,tw,3312.tw
606,6464,台數科top MSO,12.46986,115,143403.39,tw,6464.tw
607,1535,中宇CEC,12.3742552,34.8,43062.4081,tw,1535.tw
608,1582,信錦SYNCMOLD,12.3724171,86.8,107392.5804,tw,1582.tw
609,1615,大山電纜Dah San,12.3047962,25,30761.9905,tw,1615.tw
610,3591,艾笛森EDISON OPTO,12.2556379,19.3,23653.38115,tw,3591.tw
611,3605,宏致電子ACES,12.2395884,42.25,51712.26099,tw,3605.tw
612,6112,聚碩SYSAGE,12.2357336,43.85,53653.69184,tw,6112.tw
613,6197,佳必琪JPC,12.2085882,36.4,44439.26105,tw,6197.tw
614,6743,安普新AMPACS,12.2,130,158600,tw,6743.tw
615,2231,為升CUB,12.1916665,202,246271.6633,tw,2231.tw
616,3607,谷崧精密Coxon,12.1662239,15.2,18492.66033,tw,3607.tw
617,3653,健策JENTECH,12.1025402,247.5,299537.87,tw,3653.tw
618,1598,岱宇Dyaco,12.0982004,118,142758.7647,tw,1598.tw
619,8210,勤誠興業CHENBRO,12.092595,82,99159.279,tw,8210.tw
620,3515,華擎ASROCK,12.0642429,156,188202.1892,tw,3515.tw
621,4766,南寶NAN PAO,12.057078,156,188090.4168,tw,4766.tw
622,3419,譁裕WHAYU,12.0480417,20.85,25120.16694,tw,3419.tw
623,8016,矽創Sitronix,12.0136876,162.5,195222.4235,tw,8016.tw
624,6277,宏正ATEN,11.9471166,84.6,101072.6064,tw,6277.tw
625,4976,佳凌科技CALIN,11.8807,73.6,87441.952,tw,4976.tw
626,2497,怡利電E-LEAD,11.8798463,32.6,38728.29894,tw,2497.tw
627,4576,大銀微系統HMC,11.8615691,91.2,108177.5102,tw,4576.tw
628,3305,昇貿科技SHENMAO,11.8265271,28.7,33942.13278,tw,3305.tw
629,3501,維熹科技Well Shin,11.8257927,50.7,59956.76899,tw,3501.tw
630,2239,英利-KYCayman Engley,11.8007,106.5,125677.455,tw,2239.tw
631,6133,金橋Golden Bridge,11.7006294,9.74,11396.41304,tw,6133.tw
632,4552,力達-KYLida,11.6,36,41760,tw,4552.tw
633,6136,富爾特FTC,11.5536412,17.55,20276.64031,tw,6136.tw
634,6226,光鼎電子Para Light,11.4951789,10.85,12472.26911,tw,6226.tw
635,2397,友通DFI,11.4688857,67.6,77529.66733,tw,2397.tw
636,2493,揚博AMPOC,11.443739,33.9,38794.27521,tw,2493.tw
637,3504,揚明光Young Optics,11.4059785,60.7,69234.2895,tw,3504.tw
638,2462,良得電LINETEK,11.3934596,31.6,36003.33234,tw,2462.tw
639,3011,今皓JH,11.2719251,7.28,8205.961473,tw,3011.tw
640,2739,寒舍My Humble House,11.1526,24.15,26933.529,tw,2739.tw
641,2722,夏都Chateau,11.1522961,28.6,31895.56685,tw,2722.tw
642,8341,日友SF,11.15,233,259795,tw,8341.tw
643,3406,玉晶光GENIUS,11.1473063,567,632052.2672,tw,3406.tw
644,6581,鋼聯TSU,11.1270887,75.9,84454.60323,tw,6581.tw
645,1466,聚隆纖維Acelon,11.115732,19.5,21675.6774,tw,1466.tw
646,1592,英瑞-KYEnterex,11.097825,9.15,10154.50988,tw,1592.tw
647,2431,聯昌Lien Chang,11.0927014,12.3,13644.02272,tw,2431.tw
648,4994,傳奇X-LEGEND,11.0639,76.9,85081.391,tw,4994.tw
649,1589,永冠-KYYGG,11.0617519,82.4,91148.83566,tw,1589.tw
650,2702,華園HG,11.0485538,17.15,18948.26977,tw,2702.tw
651,8482,商億-KYSGH-KY,11.0444,104.5,115413.98,tw,8482.tw
652,9931,欣高Hsin Kao,11.0430553,44,48589.44332,tw,9931.tw
653,1583,程泰GOODWAY,11.0400372,62.2,68669.03138,tw,1583.tw
654,4551,智伸科技GLOBAL PMX,10.9610268,171.5,187981.6096,tw,4551.tw
655,2929,淘帝-KYTOPBI,10.9493838,18.35,20092.11927,tw,2929.tw
656,8033,雷虎TT,10.9419775,14.65,16029.99704,tw,8033.tw
657,9944,新麗Shinih,10.91071,22.5,24549.0975,tw,9944.tw
658,2483,百容ECE,10.9093807,20.2,22036.94901,tw,2483.tw
659,8422,可寧衛Cleanaway,10.8888,164,178576.32,tw,8422.tw
660,4952,凌通科技Generalplus,10.8815816,41.5,45158.56364,tw,4952.tw
661,1236,宏亞食品Hunya Foods,10.834251,14.2,15384.63642,tw,1236.tw
662,4746,台耀化學FRMSL,10.831255,46.95,50852.74223,tw,4746.tw
663,1727,中華化CHCIW,10.825,11.05,11961.625,tw,1727.tw
664,6477,安集Anji,10.6971367,70.1,74986.92827,tw,6477.tw
665,6192,巨路LUMAX,10.6839745,68.7,73398.90482,tw,6192.tw
666,6451,訊芯-KYShunSin,10.67018,130,138712.34,tw,6451.tw
667,2480,敦陽科Stark,10.6360291,66.5,70729.59352,tw,2480.tw
668,6582,申豐Shin Foong,10.6124141,148.5,157594.3494,tw,6582.tw
669,2546,根基Kedge,10.603566,49.15,52116.52689,tw,2546.tw
670,2459,敦吉Audix,10.5595615,45.95,48521.18509,tw,2459.tw
671,2444,"兆勁 AboCom",10.5557573,14,14778.06022,tw,2444.tw
672,2712,遠雄來FGH,10.5,51.9,54495,tw,2712.tw
673,1235,興泰Shin Tai,10.4397985,25.7,26830.28215,tw,1235.tw
674,8427,基勝-KYKEYSHEEN,10.4261,49.95,52078.3695,tw,8427.tw
675,1465,偉全WISHER,10.3607267,13.65,14142.39195,tw,1465.tw
676,3533,嘉澤LOTES,10.34779,474.5,491002.6355,tw,3533.tw
677,4438,廣越QVE,10.3375292,108,111645.3154,tw,4438.tw
678,3032,偉訓COMPUCASE,10.3285626,43.4,44825.96168,tw,3032.tw
679,9955,佳龍SDTI,10.3208229,19.75,20383.62523,tw,9955.tw
680,1568,倉佑T.Y.,10.3086559,21.45,22112.06691,tw,1568.tw
681,4739,康普COREMAX,10.3029269,70,72120.4883,tw,4739.tw
682,5234,達興材料DAXIN,10.2715911,85.6,87924.81982,tw,5234.tw
683,3055,蔚華科SPIROX,10.2441918,32.35,33139.96047,tw,3055.tw
684,1438,三地開發地產SanDi,10.2411518,11.9,12186.97064,tw,1438.tw
685,1413,宏洲纖維H.C.,10.2112454,9.05,9241.177087,tw,1413.tw
686,3002,歐格Ahoku,10.2,13.75,14025,tw,3002.tw
687,2425,承啟CHAINTECH,10.1498831,29.4,29840.65631,tw,2425.tw
688,9929,秋雨創新CHOICE,10.128,14.15,14331.12,tw,9929.tw
689,8271,宇瞻Apacer,10.0897807,39.3,39652.83815,tw,8271.tw
690,1441,大東紡織Tah Tong,10.08,8.58,8648.64,tw,1441.tw
691,4755,三福化SAN FU,10.0706,65,65458.9,tw,4755.tw
692,1453,大將TA JIANG,10.061498,8.94,8994.979212,tw,1453.tw
693,4956,光鋐科技Epileds,10.0408236,21.9,21989.40368,tw,4956.tw
694,4722,國精化學QPC,10.0009159,30.75,30752.81639,tw,4722.tw
695,6164,華興電子LEDTECH,10.0000239,11.85,11850.02832,tw,6164.tw
696,2453,凌群SYSCOM,10,18.1,18100,tw,2453.tw
697,1733,五鼎ApexBio,9.9950192,23.7,23688.1955,tw,1733.tw
698,1735,日勝化工EMC,9.9388,17.1,16995.348,tw,1735.tw
699,6281,全國電E-LIFE MALL,9.9172945,73,72396.24985,tw,6281.tw
700,3027,盛達BILLION,9.8856311,20.95,20710.39715,tw,3027.tw
701,3308,聯德電子BESTEC,9.8569663,7.24,7136.443601,tw,3308.tw
702,1533,車王電MORE,9.8547486,37.95,37398.77094,tw,1533.tw
703,9902,台火開發Tidehold,9.80496,11,10785.456,tw,9902.tw
704,2024,志聯工業CHIH LIEN,9.75,16.5,16087.5,tw,2024.tw
705,2348,海悅Hiyes,9.6783568,85,82266.0328,tw,2348.tw
706,3296,勝德POWERTECH,9.672445,16.25,15717.72313,tw,3296.tw
707,1530,亞崴電機Awea,9.6594171,33.6,32455.64146,tw,1530.tw
708,1529,樂士LUXE,9.5967982,17,16314.55694,tw,1529.tw
709,1436,華友聯HUA YU LIEN,9.5634,38.15,36484.371,tw,1436.tw
710,2642,宅配通Pelican,9.5467,34.05,32506.5135,tw,2642.tw
711,2059,川湖king slide,9.5297072,297,283032.3038,tw,2059.tw
712,2438,翔耀Enlight,9.521594,6.67,6350.903198,tw,2438.tw
713,4155,訊映OK BIOTECH,9.4933651,26.95,25584.61894,tw,4155.tw
714,4540,全球傳動TBI MOTION,9.4178,55.3,52080.434,tw,4540.tw
715,5285,界霖Jih Lin,9.4089259,75.8,71319.65832,tw,5285.tw
716,3021,鴻名企業WELLTEND,9.4,15.25,14335,tw,3021.tw
717,1456,怡華I-HWA,9.372,16.25,15229.5,tw,1456.tw
718,3708,上緯投控Swancor,9.3504604,152.5,142594.5211,tw,3708.tw
719,6414,樺漢ENNOCONN,9.3272019,251,234112.7677,tw,6414.tw
720,3669,圓展科技AVI,9.291995,80,74335.96,tw,3669.tw
721,6415,矽力-KYSilergy,9.2544365,2410,2230319.197,tw,6415.tw
722,1439,中和羊毛Chuwa Wool,9.2,28.5,26220,tw,1439.tw
723,1323,永裕YONYU,9.1274554,33.15,30257.51465,tw,1323.tw
724,8478,東哥遊艇OceanAlexander,9.0886276,59.1,53713.78912,tw,8478.tw
725,4536,拓凱TOPKEY,9.082,156,141679.2,tw,4536.tw
726,1233,天仁Ten Ren,9.0591948,36.1,32703.69323,tw,1233.tw
727,2115,六暉-KYLU HAI,9.0366375,44.5,40213.03688,tw,2115.tw
728,3543,州巧JOCHU,9.002815,28.3,25477.96645,tw,3543.tw
729,3356,奇偶科技GeoVision,8.9847303,33.7,30278.54111,tw,3356.tw
730,5258,虹堡Castles,8.9542579,22.1,19788.90996,tw,5258.tw
731,4720,德淵企業TEX YEAR,8.938574,16.25,14525.18275,tw,4720.tw
732,8996,高力KAORI,8.938408,55,49161.244,tw,8996.tw
733,1795,美時Lotus Pharm,8.9340744,80,71472.5952,tw,1795.tw
734,8374,羅昇ACE PILLAR,8.9250487,25.85,23071.25089,tw,8374.tw
735,6201,亞弘電YAHORNG,8.92,37.9,33806.8,tw,6201.tw
736,6117,迎廣IN WIN,8.865,17.2,15247.8,tw,6117.tw
737,3054,立萬利LIWANLI,8.7848033,24,21083.52792,tw,3054.tw
738,3338,泰碩TAISOL,8.7801141,62.3,54700.11084,tw,3338.tw
739,6409,旭隼VOLTRONIC,8.7438567,1120,979311.9504,tw,6409.tw
740,3454,晶睿VIVOTEK,8.6957393,90.6,78783.39806,tw,3454.tw
741,6558,興能高SYNST,8.690875,51.2,44497.28,tw,6558.tw
742,6155,鈞寶電子KC,8.6842657,26.2,22752.77613,tw,6155.tw
743,6216,居易Draytek Corp.,8.6490887,26,22487.63062,tw,6216.tw
744,6230,超眾CCI,8.6343396,210.5,181752.8486,tw,6230.tw
745,3164,景岳生技GenMont,8.6341364,22.3,19254.12417,tw,3164.tw
746,8081,致新GMT,8.6172072,159.5,137444.4548,tw,8081.tw
747,1470,大統新創EVERTEX,8.5767,18.1,15523.827,tw,1470.tw
748,1540,喬福機械JOHNFORD,8.5473612,15.45,13205.67305,tw,1540.tw
749,1325,恒大UK,8.5281198,90.5,77179.48419,tw,1325.tw
750,3550,聯穎CTC,8.5,15.05,12792.5,tw,3550.tw
751,2241,艾姆勒Amulaire,8.4787306,55.2,46802.59291,tw,2241.tw
752,3094,聯傑國際DAVICOM,8.4632089,23.05,19507.69651,tw,3094.tw
753,6449,鈺邦APAQ,8.4524751,56,47333.86056,tw,6449.tw
754,3057,喬鼎Promise.,8.4238808,11.7,9855.940536,tw,3057.tw
755,1338,廣華-KYHiroca,8.384,61.1,51226.24,tw,1338.tw
756,4916,事欣科PARPRO,8.3451568,25.6,21363.60141,tw,4916.tw
757,4106,雃博APEX,8.3385557,28.75,23973.34764,tw,4106.tw
758,9906,欣巴巴HSIN BA BA,8.3343981,39.85,33212.57643,tw,9906.tw
759,9942,茂順MAO SHUN,8.316132,68.9,57298.14948,tw,9942.tw
760,6552,易華電JMC,8.3,54.7,45401,tw,6552.tw
761,6215,和椿Aurotek,8.2789693,16.7,13825.87873,tw,6215.tw
762,3413,京鼎Fiti,8.27703,210,173817.63,tw,3413.tw
763,5203,訊連CyberLink,8.24853,104,85784.712,tw,5203.tw
764,1449,佳和實業CHIA HER,8.2,29.7,24354,tw,1449.tw
765,1537,廣隆光電KUNG LONG,8.1785394,141,115317.4055,tw,1537.tw
766,6598,ABC-KYApplied BioCode,8.1592998,58.8,47976.68282,tw,6598.tw
767,8261,富鼎先進APEC,8.1340493,52.9,43029.1208,tw,8261.tw
768,1597,直得cpc,8.1187549,83.6,67872.79096,tw,1597.tw
769,3583,辛耘Scientech,8.1139,63.4,51442.126,tw,3583.tw
770,8367,建新國際CS,8.1131938,29.9,24258.44946,tw,8367.tw
771,3617,碩天CyberPower,8.0951,88.8,71884.488,tw,3617.tw
772,3518,柏騰PT TECH.,8.075223,33.95,27415.38209,tw,3518.tw
773,2247,汎德永業PGUM,8.0708735,253,204193.0996,tw,2247.tw
774,2033,佳大世界Chia Ta,8.0694536,14.05,11337.58231,tw,2033.tw
